variable,2005-01JAN,2005-07JUL,2005-10OCT,2006-01JAN,2006-04APR,2006-07JUL,2006-10OCT,2007-01JAN,2007-04APR,2007-07JUL,2007-10OCT,2008-01JAN,2008-07JUL,2008-10OCT,2009-01JAN,2009-04APR,2009-07JUL,2009-10OCT,2010-01JAN,2010-10OCT,2011-01JAN,2011-04APR,2011-07JUL,2011-10OCT,2012-01JAN,2012-04APR,2012-07JUL,2012-10OCT,2013-01JAN,2013-04APR,2013-07JUL,2013-10OCT,2014-01JAN,2014-04APR,2014-07JUL,2014-10OCT,2015-01JAN,2015-04APR,2015-07JUL,2015-10OCT,2016-01JAN,2016-04APR,2016-07JUL,2016-10OCT,2017-01JAN,2017-04APR,2017-07JUL,2017-10OCT,2018-01JAN,2018-04APR,2018-07JUL,2018-10OCT,2019-01JAN,2019-04APR,2019-07JUL,2019-10OCT,2020-01JAN,2020-04APR,2020-07JUL,2020-10OCT,2021-01JAN,2021-02FEB,2021-03MAR,2021-04APR,2021-05MAY,2021-06JUN,2021-07JUL,2021-10OCT,2021-11NOV,2021-12DEC,2022-01JAN,2022-02FEB,2022-03MAR,2022-04APR,2022-05MAY,2022-06JUN,2022-07JUL,2022-08AUG,2022-10OCT,2022-11NOV,2022-12DEC,2023-01JAN,2023-02FEB,2023-03MAR,2023-04APR,2023-05MAY,2023-06JUN,2023-07JUL,2023-08AUG,2023-10OCT,2023-11NOV,2023-12DEC,2024-01JAN,2024-02FEB,2024-03MAR,2024-04APR,2024-07JUL
PUFC10_CONWR,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC10_JOB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC11A_ARRANGEMENT,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC11A_PROVMUN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC11_ONLINE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
PUFC11_WORK,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC12A_PROVMUN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC12_JOB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC12_ONLINE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
PUFC13_PROCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC14_PROCC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC15_PKB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC16_NATEM,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC16_PKB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC17_NATEM,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC17_PNWHRS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC18_PHOURS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC18_PNWHRS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC19B_PWHRS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
PUFC19_PHOURS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC19_PWMORE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC20B_FTWORK,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC20_PLADDW,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC20_PWMORE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC21_PCLASS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC21_PLADDW,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC22_OJOB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC22_PFWRK,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC23_PCLASS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC23_THOURS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC24_PBASIS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC24_WWM48H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC25B_FTWORK,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC25_LOOKW,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC25_PBASIC,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC26_OJOB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC26_WYNOT,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC27_AVAIL,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC27_NJOBS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC28_PREVJOB,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC28_THOURS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
PUFC29_MONTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
PUFC29_WWM48H,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,YES
