target,release,variants_searched,available_variables
PUFC09_GRADTECH,2023-11NOV,"PUFC09_GRADTECH, J12C11_GRADTECH, J12C11COURSE","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC09_GRADTECH,2023-12DEC,"PUFC09_GRADTECH, J12C11_GRADTECH, J12C11COURSE","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC09_GRADTECH,2024-02FEB,"PUFC09_GRADTECH, J12C11_GRADTECH, J12C11COURSE","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC09_GRADTECH,2024-03MAR,"PUFC09_GRADTECH, J12C11_GRADTECH, J12C11COURSE","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR"
PUFC22_PFWRK,2021-02FEB,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2021-03MAR,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2021-05MAY,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2021-06JUN,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2021-11NOV,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2021-12DEC,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2022-02FEB,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC22_PFWRK,2022-03MAR,"PUFC22_PFWRK, PUFC20B_FTWORK, C25_PFWRK, C25_PFWK, CC25_PFWRK","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2021-02FEB,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2021-03MAR,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2021-05MAY,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2021-06JUN,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2021-11NOV,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2021-12DEC,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFC34_LAIDOFF, PUFC35_OFW, PUFC36_OFWLAIDOFF, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-02FEB,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-03MAR,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC11_ONLINE, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-05MAY,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-06JUN,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-08AUG,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-11NOV,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2022-12DEC,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC24_PBASIS,2023-02FEB,"PUFC24_PBASIS, C26_PBASIS, C26_PBIS, CC26_PBASIS","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CONWR, PUFC09A_WORK, PUFC09_WORK, PUFC10_JOB, PUFC11A_PROVMUN, PUFC13_PROCC, PUFC15_PKB, PUFC16_NATEM, PUFC17_PNWHRS, PUFC18_PHOURS, PUFC19_PWMORE, PUFC20B_FTWORK, PUFC20_PLADDW, PUFC21_PCLASS, PUFC22_OJOB, PUFC23_THOURS, PUFC24_WWM48H, PUFC25B_FTWORK, PUFC25_LOOKW, PUFC26_WYNOT, PUFC27_AVAIL, PUFC28_PREVJOB, PUFC29_MONTH, PUFC29_YEAR, PUFC31_POCC, PUFC33_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
